a-profile href,a-profile-avatar,a-profile-name,a-link-normal href,a-icon-alt,a-size-base,a-size-base 2,a-size-mini,a-size-mini href,a-link-normal href 2,a-size-base 3,a-size-base 4,a-button-text href,review-comment-total,a-size-base 5,a-size-base 6,a-size-base href 2,a-size-base 7,a-link-normal href 3,a-declarative,a-lazy-loaded src
https://www.amazon.in/gp/profile/amzn1.account.AFBFUZA4V4PGVW4FV2ILMV4A4OUQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"<img src=""https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/7f9b8e99-b6bf-4a9f-b40c-b0890e54850a._CR0,0,375,375_SX48_.jpg"">",Kamaldeep kaur,https://www.amazon.in/gp/customer-reviews/R3QV9W1TMXG4XV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=1847370292,4.0 out of 5 stars,It does a great job by making the reader think about the power ...,23 August 2018,Format: Kindle Edition,https://www.amazon.in/Secret-Rhonda-Byrne-ebook/product-reviews/B002M5E2DW/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&reviewerType=all_reviews&pageSize=10&formatType=current_format,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10,The first book to leave an instant influence on me. It does a great job by making the reader think about the power of his thoughts. A must read book for anyone seeking motivation!,Report abuse,https://www.amazon.in/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.in%2FSecret-Rhonda-Byrne%2Fproduct-reviews%2F1847370292%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26voteInstanceId%3DR3QV9W1TMXG4XV%26voteValue%3D1%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DgkYoRqNKUOJLfpWbOdlWc7BxIVQAnR%252Fewads5msAAAABAAAAAFxK3xZyYXcAAAAA%252B4kUEk%252F7iMGR3xPcX6iU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=inflex&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0,0,Showing  comments,Sort by:,https://www.amazon.in/hz/reviews-render/report-abuse?ie=UTF8&voteDomain=Reviews&ref=cm_cr_getr_d_rvw_hlp&csrfT=gkYoRqNKUOJLfpWbOdlWc7BxIVQAnR%2Fewads5msAAAABAAAAAFxK3xZyYXcAAAAA%2B4kUEk%2F7iMGR3xPcX6iU&entityId=R3QV9W1TMXG4XV&sessionId=262-8731855-4609111,,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&pageNumber=8#,Comment,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://www.amazon.in/gp/profile/amzn1.account.AEWTZVBQPAEGHZU544DERZWQRM7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"<img src=""https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png"">",Tanmay,https://www.amazon.in/gp/customer-reviews/R2TIRI6E0UU1C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=1847370292,5.0 out of 5 stars,Wonderful!,14 May 2017,Format: Hardcover,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&reviewerType=all_reviews&pageSize=10&formatType=current_format,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10,This book can change a person's life. If you use the principles given in this book and belief in yourself.,One person found this helpful,https://www.amazon.in/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.in%2FSecret-Rhonda-Byrne%2Fproduct-reviews%2F1847370292%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26voteInstanceId%3DR2TIRI6E0UU1C%26voteValue%3D1%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DgpEil8sYtKERwyDN5lWN8Sq%252ByEwgGatXv5T02AIAAAABAAAAAFxK3xZyYXcAAAAA%252B4kUEk%252F7iMGR3xPcX6iU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=inflex&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0,0,Report abuse,Showing  comments,https://www.amazon.in/hz/reviews-render/report-abuse?ie=UTF8&voteDomain=Reviews&ref=cm_cr_getr_d_rvw_hlp&csrfT=gpEil8sYtKERwyDN5lWN8Sq%2ByEwgGatXv5T02AIAAAABAAAAAFxK3xZyYXcAAAAA%2B4kUEk%2F7iMGR3xPcX6iU&entityId=R2TIRI6E0UU1C&sessionId=262-8731855-4609111,Sort by:,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&pageNumber=8#,Comment,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://www.amazon.in/gp/profile/amzn1.account.AGEWT5X3GX7F44JQKYP5FJHBJLBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"<img src=""https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png"">",Ankush rawat,https://www.amazon.in/gp/customer-reviews/R1P4QSXM72DTPB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=1847370292,5.0 out of 5 stars,AMAZING!!,14 July 2018,Format: Kindle Edition,https://www.amazon.in/Secret-Rhonda-Byrne-ebook/product-reviews/B002M5E2DW/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&reviewerType=all_reviews&pageSize=10&formatType=current_format,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10,One Word: AMAZING !!,One person found this helpful,https://www.amazon.in/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.in%2FSecret-Rhonda-Byrne%2Fproduct-reviews%2F1847370292%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26voteInstanceId%3DR1P4QSXM72DTPB%26voteValue%3D1%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3Dgg8%252Flr7iV3hKO%252BeoIcruQzndIUFBAlW899w%252B%252FzEAAAABAAAAAFxK3xZyYXcAAAAA%252B4kUEk%252F7iMGR3xPcX6iU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=inflex&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0,0,Report abuse,Showing  comments,https://www.amazon.in/hz/reviews-render/report-abuse?ie=UTF8&voteDomain=Reviews&ref=cm_cr_getr_d_rvw_hlp&csrfT=gg8%2Flr7iV3hKO%2BeoIcruQzndIUFBAlW899w%2B%2FzEAAAABAAAAAFxK3xZyYXcAAAAA%2B4kUEk%2F7iMGR3xPcX6iU&entityId=R1P4QSXM72DTPB&sessionId=262-8731855-4609111,Sort by:,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&pageNumber=8#,Comment,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://www.amazon.in/gp/profile/amzn1.account.AES7SJ6NWBV5T3M5U7RL2TYFF6KA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"<img src=""https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png"">",neha,https://www.amazon.in/gp/customer-reviews/R1YZ2GHS6M5YL5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=1847370292,5.0 out of 5 stars,Inspiries to live a beautiful life.,22 October 2015,Format: Hardcover,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&reviewerType=all_reviews&pageSize=10&formatType=current_format,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10,First of all I would like to give many thanks to the writer very nicely written novel & made our life's better by reading this novel.and good delivery of Amazon. I SPECIALLY recommend the hardcover of the novel.,Report abuse,https://www.amazon.in/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.in%2FSecret-Rhonda-Byrne%2Fproduct-reviews%2F1847370292%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26voteInstanceId%3DR1YZ2GHS6M5YL5%26voteValue%3D1%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3Dgj7wVxeHUIby2NxusC9N1jmohDG2%252B05kbHnIZRcAAAABAAAAAFxK3xZyYXcAAAAA%252B4kUEk%252F7iMGR3xPcX6iU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=inflex&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0,0,Showing  comments,Sort by:,https://www.amazon.in/hz/reviews-render/report-abuse?ie=UTF8&voteDomain=Reviews&ref=cm_cr_getr_d_rvw_hlp&csrfT=gj7wVxeHUIby2NxusC9N1jmohDG2%2B05kbHnIZRcAAAABAAAAAFxK3xZyYXcAAAAA%2B4kUEk%2F7iMGR3xPcX6iU&entityId=R1YZ2GHS6M5YL5&sessionId=262-8731855-4609111,,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&pageNumber=8#,Comment,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://www.amazon.in/gp/profile/amzn1.account.AE3X2ON6CCSU73KT7NRW5O2FRGBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"<img src=""https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/d0e312d5-4b94-4ee2-a79d-8175b0a32d68._CR0,0,500,500_SX48_.jpg"">",Mehul Boricha,https://www.amazon.in/gp/customer-reviews/R169LPANPXUUBA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=1847370292,5.0 out of 5 stars,"Amazing, Inspiring & Interesting book",1 April 2015,Format: Hardcover,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&reviewerType=all_reviews&pageSize=10&formatType=current_format,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10,Amazing book. If you have seen The Secret movie and after that if you read this book you will find that movie almost covered all things written in this book. Really inspiring & interesting book. Ordered all other parts of The Secret from Amazon.,Report abuse,https://www.amazon.in/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.in%2FSecret-Rhonda-Byrne%2Fproduct-reviews%2F1847370292%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26voteInstanceId%3DR169LPANPXUUBA%26voteValue%3D1%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3Dgs%252B4Xuc2IWf%252BlBdpzF%252BqL3EZ8i5V0gEAVURwWQoAAAABAAAAAFxK3xZyYXcAAAAA%252B4kUEk%252F7iMGR3xPcX6iU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=inflex&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0,0,Showing  comments,Sort by:,https://www.amazon.in/hz/reviews-render/report-abuse?ie=UTF8&voteDomain=Reviews&ref=cm_cr_getr_d_rvw_hlp&csrfT=gs%2B4Xuc2IWf%2BlBdpzF%2BqL3EZ8i5V0gEAVURwWQoAAAABAAAAAFxK3xZyYXcAAAAA%2B4kUEk%2F7iMGR3xPcX6iU&entityId=R169LPANPXUUBA&sessionId=262-8731855-4609111,,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&pageNumber=8#,Comment,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://www.amazon.in/gp/profile/amzn1.account.AEVYG522MTLU6ZPP6XRH75Z4KNKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"<img src=""https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png"">",avneet,https://www.amazon.in/gp/customer-reviews/R2GT9PN3YUGEMJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=1847370292,2.0 out of 5 stars,Just highlighting cover page though its atttractive cant satisfy ones what actually needed,18 September 2015,Format: Hardcover,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&reviewerType=all_reviews&pageSize=10&formatType=current_format,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10,"Dear Amazon team actually frankly speaking the book I purchased didn't stand upon my expectation.... The reason behind is that the accurate book i need was not one which I demanded, Just highlighting cover page though its atttractive cant satisfy ones what actually needed...The material which I was looking for The Secret was not upto mark ..So i near future please let the customer know what actually Amazon is offering product to innocuous customer.",One person found this helpful,https://www.amazon.in/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.in%2FSecret-Rhonda-Byrne%2Fproduct-reviews%2F1847370292%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26voteInstanceId%3DR2GT9PN3YUGEMJ%26voteValue%3D1%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DghtTw5%252BluRa2sC1UeJrwXVmwhWXdrNzQ%252BhJAx4EAAAABAAAAAFxK3xZyYXcAAAAA%252B4kUEk%252F7iMGR3xPcX6iU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=inflex&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0,0,Report abuse,Showing  comments,https://www.amazon.in/hz/reviews-render/report-abuse?ie=UTF8&voteDomain=Reviews&ref=cm_cr_getr_d_rvw_hlp&csrfT=ghtTw5%2BluRa2sC1UeJrwXVmwhWXdrNzQ%2BhJAx4EAAAABAAAAAFxK3xZyYXcAAAAA%2B4kUEk%2F7iMGR3xPcX6iU&entityId=R2GT9PN3YUGEMJ&sessionId=262-8731855-4609111,Sort by:,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&pageNumber=8#,Comment,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://www.amazon.in/gp/profile/amzn1.account.AESGW6DXZUL7FQR2ICQDNBTEHULQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"<img src=""https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png"">",Zinnia Samanta,https://www.amazon.in/gp/customer-reviews/R3CXRBVX43H8EB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=1847370292,5.0 out of 5 stars,Great book with life-changing properties,15 September 2018,Format: Hardcover,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&reviewerType=all_reviews&pageSize=10&formatType=current_format,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10,"This book in one word is life-changing. If you are looking for a book which can teach you some lessons about life and how to handle ypur life, this book is the one.",Report abuse,https://www.amazon.in/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.in%2FSecret-Rhonda-Byrne%2Fproduct-reviews%2F1847370292%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26voteInstanceId%3DR3CXRBVX43H8EB%26voteValue%3D1%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3Dgusi3Kk9ZRCydHoALAlhoMZQ4BKmF8%252FlFTUxBmkAAAABAAAAAFxK3xZyYXcAAAAA%252B4kUEk%252F7iMGR3xPcX6iU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=inflex&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0,0,Showing  comments,Sort by:,https://www.amazon.in/hz/reviews-render/report-abuse?ie=UTF8&voteDomain=Reviews&ref=cm_cr_getr_d_rvw_hlp&csrfT=gusi3Kk9ZRCydHoALAlhoMZQ4BKmF8%2FlFTUxBmkAAAABAAAAAFxK3xZyYXcAAAAA%2B4kUEk%2F7iMGR3xPcX6iU&entityId=R3CXRBVX43H8EB&sessionId=262-8731855-4609111,,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&pageNumber=8#,Comment,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://www.amazon.in/gp/profile/amzn1.account.AHOWZBMGJDYXLBFJJQJBUVTIB2YA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"<img src=""https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png"">",Nitin Jaiswal,https://www.amazon.in/gp/customer-reviews/R31AQVQ0KJX41/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=1847370292,4.0 out of 5 stars,Good for beginners,4 October 2017,Format: Hardcover,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&reviewerType=all_reviews&pageSize=10&formatType=current_format,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10,"Good for beginners, but if you have already read good books on human psychology and ancient philosophy, then it will be just like Okay!!",Report abuse,https://www.amazon.in/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.in%2FSecret-Rhonda-Byrne%2Fproduct-reviews%2F1847370292%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26voteInstanceId%3DR31AQVQ0KJX41%26voteValue%3D1%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3Dgtct8rFhY4H6%252BRrGjmdFR3lIzQYL9BgcYzeXMfUAAAABAAAAAFxK3xZyYXcAAAAA%252B4kUEk%252F7iMGR3xPcX6iU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=inflex&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0,0,Showing  comments,Sort by:,https://www.amazon.in/hz/reviews-render/report-abuse?ie=UTF8&voteDomain=Reviews&ref=cm_cr_getr_d_rvw_hlp&csrfT=gtct8rFhY4H6%2BRrGjmdFR3lIzQYL9BgcYzeXMfUAAAABAAAAAFxK3xZyYXcAAAAA%2B4kUEk%2F7iMGR3xPcX6iU&entityId=R31AQVQ0KJX41&sessionId=262-8731855-4609111,,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&pageNumber=8#,Comment,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://www.amazon.in/gp/profile/amzn1.account.AGWIGSFCZD6ARXOD5DWY373CACCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"<img src=""https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png"">",DD,https://www.amazon.in/gp/customer-reviews/RY9ILGA0J22P8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=1847370292,5.0 out of 5 stars,Must read book,28 June 2018,Format: Hardcover,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&reviewerType=all_reviews&pageSize=10&formatType=current_format,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10,I loved the book. It has changed the way I talk and made me more positive in my approach to any life situations.,Report abuse,https://www.amazon.in/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.in%2FSecret-Rhonda-Byrne%2Fproduct-reviews%2F1847370292%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26voteInstanceId%3DRY9ILGA0J22P8%26voteValue%3D1%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DgjR0U7Jjzjg3FTGjtPqPWTmMirqIYQ9h9KMK2TsAAAABAAAAAFxK3xZyYXcAAAAA%252B4kUEk%252F7iMGR3xPcX6iU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=inflex&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0,0,Showing  comments,Sort by:,https://www.amazon.in/hz/reviews-render/report-abuse?ie=UTF8&voteDomain=Reviews&ref=cm_cr_getr_d_rvw_hlp&csrfT=gjR0U7Jjzjg3FTGjtPqPWTmMirqIYQ9h9KMK2TsAAAABAAAAAFxK3xZyYXcAAAAA%2B4kUEk%2F7iMGR3xPcX6iU&entityId=RY9ILGA0J22P8&sessionId=262-8731855-4609111,,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&pageNumber=8#,Comment,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://www.amazon.in/gp/profile/amzn1.account.AG2C27GBGSQ6HM4RLLZM7345YSGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"<img src=""https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png"">",Ipsita Swain,https://www.amazon.in/gp/customer-reviews/R7RCX3W6BSLAT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=1847370292,5.0 out of 5 stars,This changed my life.,6 August 2018,Format: Hardcover,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&reviewerType=all_reviews&pageSize=10&formatType=current_format,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10,An amazing delivery service by Amazon. The book came in a very good condition. It is such a life changing and evolutionary book. One has to have this in their shelf. A MUST MUST HAVE.,Report abuse,https://www.amazon.in/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.in%2FSecret-Rhonda-Byrne%2Fproduct-reviews%2F1847370292%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26voteInstanceId%3DR7RCX3W6BSLAT%26voteValue%3D1%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3Dgh4VGiI%252Biebns0vg28TYcH6IqTYS2BDQKNNrctQAAAABAAAAAFxK3xhyYXcAAAAA%252B4kUEk%252F7iMGR3xPcX6iU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=inflex&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0,0,Showing  comments,Sort by:,https://www.amazon.in/hz/reviews-render/report-abuse?ie=UTF8&voteDomain=Reviews&ref=cm_cr_getr_d_rvw_hlp&csrfT=gh4VGiI%2Biebns0vg28TYcH6IqTYS2BDQKNNrctQAAAABAAAAAFxK3xhyYXcAAAAA%2B4kUEk%2F7iMGR3xPcX6iU&entityId=R7RCX3W6BSLAT&sessionId=262-8731855-4609111,,https://www.amazon.in/Secret-Rhonda-Byrne/product-reviews/1847370292/ref=cm_cr_getr_d_paging_btm_next_9?ie=UTF8&reviewerType=all_reviews&pageNumber=9#,Comment,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
